"gene_id","log2FoldChange_ds1","padj_ds1","FDR_ds1","log2FoldChange_ds2","padj_ds2","FDR_ds2","logFC_dataset1","logFC_dataset2","FDR","baseMean","sig_status"
"GENE_0034",-0.913389563110817,0.346530560890894,0.346530560890894,-1.29166331341096,0.273888787002586,0.273888787002586,-0.913389563110817,-1.29166331341096,0.346530560890894,222.310500842322,"Neither"
"GENE_0035",0.757432684946955,0.24317726455742,0.24317726455742,1.07111801036164,0.386805840972988,0.386805840972988,0.757432684946955,1.07111801036164,0.386805840972988,327.101838849222,"Neither"
"GENE_0036",-2.57551301861001,0.0231808420059493,0.0231808420059493,-3.64214330194539,0.0203033804876515,0.0203033804876515,-2.57551301861001,-3.64214330194539,0.0231808420059493,1,"Both significant"
"GENE_0037",-1.17668851256924,0.639318454174457,0.639318454174457,-1.66400563831865,0.0215422892387902,0.0215422892387902,-1.17668851256924,-1.66400563831865,0.639318454174457,4594.66479326136,"Dataset 2 only"
"GENE_0038",-1.27636139126478,0.313683011593266,0.313683011593266,-1.80495732635262,0.0206444294673397,0.0206444294673397,-1.27636139126478,-1.80495732635262,0.313683011593266,13168.2138209171,"Dataset 2 only"
"GENE_0039",-3.62131147491995,0.0329007494406841,0.0329007494406841,-5.12105170400414,0.0203033804876515,0.0203033804876515,-3.62131147491995,-5.12105170400414,0.0329007494406841,15292.0007531674,"Both significant"
"GENE_0040",0.0541839103383834,0.318285927853766,0.318285927853766,0.0766237890028832,0.184477928878758,0.184477928878758,0.0541839103383834,0.0766237890028832,0.318285927853766,14325.5320477302,"Neither"
"GENE_0041",0.308997900300381,0.0568985051191546,0.0568985051191546,0.436967169166785,0.261011330389724,0.261011330389724,0.308997900300381,0.436967169166785,0.261011330389724,1998.75460225703,"Neither"
"GENE_0042",-0.390606493556299,0.262059847007293,0.262059847007293,-0.660194273917658,0.434216985046347,0.434216985046347,-0.390606493556299,-0.660194273917658,0.434216985046347,159413.481825371,"Neither"
"GENE_0043",1.13724485354928,0.281644022058509,0.281644022058509,1.60822667021958,0.019932487293846,0.019932487293846,1.13724485354928,1.60822667021958,0.281644022058509,48.4525651394435,"Dataset 2 only"
"GENE_0044",-1.09005724061486,0.324702055756408,0.324702055756408,-1.541496645117,0.0198247016291676,0.0198247016291676,-1.09005724061486,-1.541496645117,0.324702055756408,14.4574919586506,"Dataset 2 only"
"GENE_0045",-2.05242156662894,0.0291775458686793,0.0291775458686793,-2.9024172689681,0.0202948835615105,0.0202948835615105,-2.05242156662894,-2.9024172689681,0.0291775458686793,3211.86202022268,"Both significant"
"GENE_0046",0.649227038833076,0.513613255031643,0.513613255031643,0.918099770353275,0.270333672054876,0.270333672054876,0.649227038833076,0.918099770353275,0.513613255031643,4583.91051433454,"Neither"
"GENE_0047",-1.21708976428001,0.454821252435842,0.454821252435842,-1.72113877926778,0.0230335011012377,0.0230335011012377,-1.21708976428001,-1.72113877926778,0.454821252435842,75.8971245385465,"Dataset 2 only"
"GENE_0048",2.16615189258188,0.024828747362038,0.024828747362038,3.06324819542993,0.0198247016291676,0.0198247016291676,2.16615189258188,3.06324819542993,0.024828747362038,1134.77348783634,"Both significant"
"GENE_0049",-0.647169303920018,0.419134550952416,0.419134550952416,-0.915189839253483,0.0386984204648415,0.0386984204648415,-0.647169303920018,-0.915189839253483,0.419134550952416,3054.67096074911,"Dataset 2 only"
"GENE_0050",0.98347182510331,0.0345138789017236,0.0345138789017236,1.39076964261869,0.178913696101015,0.178913696101015,0.98347182510331,1.39076964261869,0.178913696101015,3711.19734317939,"Dataset 1 only"
"GENE_0051",0.48288789780592,0.367694266006682,0.367694266006682,0.682872464583193,0.442656589996824,0.442656589996824,0.48288789780592,0.682872464583193,0.442656589996824,20645.9439365826,"Neither"
"GENE_0052",-1.17575841132056,0.345671661629053,0.345671661629053,-1.6626903422947,0.0198247016291676,0.0198247016291676,-1.17575841132056,-1.6626903422947,0.345671661629053,25123.6064266837,"Dataset 2 only"
"GENE_0053",2.36359127968797,0.0250901770467255,0.0250901770467255,3.34245569160354,0.019932487293846,0.019932487293846,2.36359127968797,3.34245569160354,0.0250901770467255,1,"Both significant"
"GENE_0054",0.964348958575975,0.56686542507629,0.56686542507629,1.3637271777842,0.350956718229,0.350956718229,0.964348958575975,1.3637271777842,0.56686542507629,390832.827992509,"Neither"
"GENE_0055",0.134640969899408,0.334378703777696,0.334378703777696,0.190401563938208,0.33739045098942,0.33739045098942,0.134640969899408,0.190401563938208,0.33739045098942,4830.63217177639,"Neither"
"GENE_0056",0.414826120937195,0.353319560584458,0.353319560584458,0.58662338995234,0.0422064457844172,0.0422064457844172,0.414826120937195,0.58662338995234,0.353319560584458,139.463153584105,"Dataset 2 only"
"GENE_0057",0.772749324603781,0.365185978105336,0.365185978105336,1.2685883965479,0.302123915750472,0.302123915750472,0.772749324603781,1.2685883965479,0.365185978105336,21.284497266762,"Neither"
"GENE_0058",0.134749329868623,0.62557313619162,0.62557313619162,0.525246353422444,0.0776048805645082,0.0776048805645082,0.134749329868623,0.525246353422444,0.62557313619162,22782.2387259877,"Neither"
"GENE_0059",-4.4896351247294,0.0244305766568571,0.0244305766568571,-6.34898537866329,0.0203033804876515,0.0203033804876515,-4.4896351247294,-6.34898537866329,0.0244305766568571,3105.58931071138,"Both significant"
"GENE_0060",0.427324430295989,0.31137672016549,0.31137672016549,0.604297784679858,0.270994260786678,0.270994260786678,0.427324430295989,0.604297784679858,0.31137672016549,41412.8329057816,"Neither"
"GENE_0061",-0.550851964111463,0.315718951224131,0.315718951224131,-0.778983362520451,0.686961428293134,0.686961428293134,-0.550851964111463,-0.778983362520451,0.686961428293134,811.94510787345,"Neither"
"GENE_0062",0.277845847298414,0.0966897924032135,0.0966897924032135,0.392913716373837,0.323053848501264,0.323053848501264,0.277845847298414,0.392913716373837,0.323053848501264,431.242799865077,"Neither"
"GENE_0063",0.87273559104826,0.496146735951363,0.496146735951363,1.2341727897851,0.554901229755081,0.554901229755081,0.87273559104826,1.2341727897851,0.554901229755081,2302151.18589138,"Neither"
"GENE_0064",2.09960524093902,0.024828747362038,0.024828747362038,2.96914172429326,0.0217855072822674,0.0217855072822674,2.09960524093902,2.96914172429326,0.024828747362038,1,"Both significant"
"GENE_0065",-1.0909380892117,0.419134550952416,0.419134550952416,-1.54274229085585,0.0203033804876515,0.0203033804876515,-1.0909380892117,-1.54274229085585,0.419134550952416,3858.0841648072,"Dataset 2 only"
"GENE_0066",1.95381394806622,0.0343206543819967,0.0343206543819967,2.76297201092671,0.0198247016291676,0.0198247016291676,1.95381394806622,2.76297201092671,0.0343206543819967,3777.63518121634,"Both significant"
"GENE_0067",0.503772179628112,0.318285927853766,0.318285927853766,0.712405822250197,0.178936174325667,0.178936174325667,0.503772179628112,0.712405822250197,0.318285927853766,4550.33529655883,"Neither"
"GENE_0068",1.55775914804643,0.0244242415940399,0.0244242415940399,2.20289395010065,0.0267355998585379,0.0267355998585379,1.55775914804643,2.20289395010065,0.0267355998585379,6874.02889035799,"Both significant"
"GENE_0069",1.38109285243597,0.404154462158472,0.404154462158472,1.95306257258954,0.0217855072822674,0.0217855072822674,1.38109285243597,1.95306257258954,0.404154462158472,384.937680903911,"Dataset 2 only"
"GENE_0070",1.08131724430029,0.540317249628521,0.540317249628521,-0.981876467416283,0.414505649618659,0.414505649618659,1.08131724430029,-0.981876467416283,0.540317249628521,56160.6490720619,"Neither"
"GENE_0071",-1.56467840785178,0.0246858684505453,0.0246858684505453,-2.21267877183224,0.020719280396913,0.020719280396913,-1.56467840785178,-2.21267877183224,0.0246858684505453,1,"Both significant"
"GENE_0072",-0.13527957991606,0.453131126237932,0.453131126237932,-0.191304649722631,0.387344961626822,0.387344961626822,-0.13527957991606,-0.191304649722631,0.453131126237932,61.8942936174261,"Neither"
"GENE_0073",0.935277242999315,0.313683011593266,0.313683011593266,1.32261561927197,0.620428742306338,0.620428742306338,0.935277242999315,1.32261561927197,0.620428742306338,662.648431112867,"Neither"
"GENE_0074",-3.07942162873088,0.0231808420059493,0.0231808420059493,-3.17702296228287,0.0203033804876515,0.0203033804876515,-3.07942162873088,-3.17702296228287,0.0231808420059493,1757.21277203397,"Both significant"
"GENE_0075",-0.814243221860785,0.404725736908352,0.404725736908352,-1.15145622453704,0.515219407479269,0.515219407479269,-0.814243221860785,-1.15145622453704,0.515219407479269,4071.17022531109,"Neither"
"GENE_0076",1.27879588360857,0.326331779251705,0.326331779251705,1.51752885434017,0.0206444294673397,0.0206444294673397,1.27879588360857,1.51752885434017,0.326331779251705,9099.34210711771,"Dataset 2 only"
"GENE_0077",1.15226810675189,0.582230893732372,0.582230893732372,1.62947169621244,0.019932487293846,0.019932487293846,1.15226810675189,1.62947169621244,0.582230893732372,5.46038850771131,"Dataset 2 only"
"GENE_0078",0.695651382810251,0.300091940615092,0.300091940615092,0.983750424122803,0.0969876768350888,0.0969876768350888,0.695651382810251,0.983750424122803,0.300091940615092,1026.84739714834,"Neither"
"GENE_0079",-1.32866444611452,0.371297505695229,0.371297505695229,-1.19496582609609,0.0812939241065068,0.0812939241065068,-1.32866444611452,-1.19496582609609,0.371297505695229,6112.96674217217,"Neither"
"GENE_0080",-1.64967134797178,0.0250901770467255,0.0250901770467255,-2.33287092979608,0.0203033804876515,0.0203033804876515,-1.64967134797178,-2.33287092979608,0.0250901770467255,97612.1339815772,"Both significant"
"GENE_0081",2.26906051470739,0.0274495910133078,0.0274495910133078,3.20877568687672,0.020719280396913,0.020719280396913,2.26906051470739,3.20877568687672,0.0274495910133078,675.535845046417,"Both significant"
"GENE_0082",0.386882156298046,0.303105872862612,0.303105872862612,0.547106632356915,0.473761249220766,0.473761249220766,0.386882156298046,0.547106632356915,0.473761249220766,250451.834762117,"Neither"
"GENE_0083",0.13266034373938,0.340658532787418,0.340658532787418,0.187600675629633,0.154030115245466,0.154030115245466,0.13266034373938,0.187600675629633,0.340658532787418,378.188093309763,"Neither"
"GENE_0084",-0.181344806308634,0.294460087621912,0.294460087621912,-0.256447459930152,0.179537652865023,0.179537652865023,-0.181344806308634,-0.256447459930152,0.294460087621912,841.691209776688,"Neither"
"GENE_0085",-1.79149334274079,0.0231808420059493,0.0231808420059493,-2.53342748865799,0.020719280396913,0.020719280396913,-1.79149334274079,-2.53342748865799,0.0231808420059493,1739.08652872853,"Both significant"
"GENE_0086",0.91799534706058,0.392506919505658,0.392506919505658,1.29817654981926,0.471281156510901,0.471281156510901,0.91799534706058,1.29817654981926,0.471281156510901,176.371803726369,"Neither"
"GENE_0087",-0.325709768619781,0.305466838089468,0.305466838089468,-0.460600138141389,0.0455708341556755,0.0455708341556755,-0.325709768619781,-0.460600138141389,0.305466838089468,11855.1505406251,"Dataset 2 only"
"GENE_0088",-0.274135059497883,0.353319560584458,0.353319560584458,-0.387666132364364,0.137739192332887,0.137739192332887,-0.274135059497883,-0.387666132364364,0.353319560584458,9.57897512025594,"Neither"
"GENE_0089",1.40001949285674,0.465957361710715,0.465957361710715,1.97982754567984,0.0220763519732276,0.0220763519732276,1.40001949285674,1.97982754567984,0.465957361710715,980.696560279005,"Dataset 2 only"
"GENE_0090",1.23265966576237,0.334378703777696,0.334378703777696,1.74315684401302,0.0203033804876515,0.0203033804876515,1.23265966576237,1.74315684401302,0.334378703777696,154.59170084487,"Dataset 2 only"
"GENE_0091",2.08817456390141,0.0250901770467255,0.0250901770467255,2.95297711417154,0.0230288049709402,0.0230288049709402,2.08817456390141,2.95297711417154,0.0250901770467255,151.143470020187,"Both significant"
"GENE_0092",-0.714260884582011,0.392506919505658,0.392506919505658,-1.01006691786242,0.35322328907359,0.35322328907359,-0.714260884582011,-1.01006691786242,0.392506919505658,53354.1346603798,"Neither"
"GENE_0093",0.975522841089458,0.272095680404446,0.272095680404446,1.37952864376753,0.201083143476882,0.201083143476882,0.975522841089458,1.37952864376753,0.272095680404446,37872.98387181,"Neither"
"GENE_0094",2.086665684585,0.0231808420059493,0.0231808420059493,2.95084334328552,0.0217855072822674,0.0217855072822674,2.086665684585,2.95084334328552,0.0231808420059493,249482.330937885,"Both significant"
"GENE_0095",-1.66618331917185,0.0281319510088109,0.0281319510088109,-2.35622121569007,0.0203033804876515,0.0203033804876515,-1.66618331917185,-2.35622121569007,0.0281319510088109,402.072907411604,"Both significant"
"GENE_0096",-1.29118888031676,0.203528513680379,0.203528513680379,-1.82592551387299,0.0198247016291676,0.0198247016291676,-1.29118888031676,-1.82592551387299,0.203528513680379,1118.41035991332,"Dataset 2 only"
"GENE_0097",-1.69760802128065,0.0239053627346059,0.0239053627346059,-2.40066023326606,0.0203033804876515,0.0203033804876515,-1.69760802128065,-2.40066023326606,0.0239053627346059,4.70570869092452,"Both significant"
"GENE_0098",0.461084871656615,0.367694266006682,0.367694266006682,-1.24037144074649,0.251968344254895,0.251968344254895,0.461084871656615,-1.24037144074649,0.367694266006682,261.656094603797,"Neither"
"GENE_0099",0.119973829861742,0.53590045178343,0.53590045178343,0.1696601328288,0.270245949318511,0.270245949318511,0.119973829861742,0.1696601328288,0.53590045178343,442814.85668234,"Neither"
"GENE_0100",0.979806509473785,0.355164734419334,0.355164734419334,1.38558636275439,0.14829054516874,0.14829054516874,0.979806509473785,1.38558636275439,0.355164734419334,237.25119503879,"Neither"
"GENE_0101",1.80144806339774,0.0250901770467255,0.0250901770467255,2.54750488562763,0.0203033804876515,0.0203033804876515,1.80144806339774,2.54750488562763,0.0250901770467255,17.8029497827287,"Both significant"
"GENE_0102",1.56712663075159,0.0262495329966723,0.0262495329966723,2.21614090872371,0.0258356273096977,0.0258356273096977,1.56712663075159,2.21614090872371,0.0262495329966723,1155.69131421172,"Both significant"
"GENE_0103",-1.50481297025977,0.0244242415940399,0.0244242415940399,-2.12802049172715,0.0206444294673397,0.0206444294673397,-1.50481297025977,-2.12802049172715,0.0244242415940399,74085.5817333665,"Both significant"
"GENE_0104",2.77272285250912,0.0231808420059493,0.0231808420059493,3.92102617709429,0.0203033804876515,0.0203033804876515,2.77272285250912,3.92102617709429,0.0231808420059493,4.29579000982949,"Both significant"
"GENE_0105",-1.00016011313673,0.205826506249132,0.205826506249132,-1.41436926570063,0.302967527514124,0.302967527514124,-1.00016011313673,-1.41436926570063,0.302967527514124,416.168583523498,"Neither"
"GENE_0106",0.158270718684104,0.276315712138652,0.276315712138652,0.22381740406053,0.373713301513023,0.373713301513023,0.158270718684104,0.22381740406053,0.373713301513023,5032.0600263889,"Neither"
"GENE_0107",-0.633383822803284,0.367694266006682,0.367694266006682,-0.895695199796951,0.414596853071335,0.414596853071335,-0.633383822803284,-0.895695199796951,0.414596853071335,925326.48248251,"Neither"
"GENE_0108",2.91220024922577,0.0244242415940399,0.0244242415940399,1.90747692502259,0.020719280396913,0.020719280396913,2.91220024922577,1.90747692502259,0.0244242415940399,119.286503200507,"Both significant"
"GENE_0109",0.282289551752247,0.356929589994306,0.356929589994306,0.399197749222984,0.384911211079079,0.384911211079079,0.282289551752247,0.399197749222984,0.384911211079079,190165.794326377,"Neither"
"GENE_0110",0.17874143699551,0.334950332648247,0.334950332648247,0.25276592384869,0.133554979535745,0.133554979535745,0.17874143699551,0.25276592384869,0.334950332648247,224.211151774093,"Neither"
"GENE_0111",-0.0376388263011043,0.146687913813025,0.146687913813025,-0.0532266768271423,0.465022196062474,0.465022196062474,-0.0376388263011043,-0.0532266768271423,0.465022196062474,28.4101441902742,"Neither"
"GENE_0112",0.162109091913049,0.660379290787364,0.660379290787364,0.229245412090445,0.42002446668615,0.42002446668615,0.162109091913049,0.229245412090445,0.660379290787364,19.8837480969579,"Neither"
"GENE_0113",-0.728152853770001,0.465957361710715,0.465957361710715,-1.02971214666277,0.433178749316841,0.433178749316841,-0.728152853770001,-1.02971214666277,0.465957361710715,465.964479796254,"Neither"
"GENE_0114",-0.756325696031855,0.0518022347808034,0.0518022347808034,-1.06955256991023,0.54217368235751,0.54217368235751,-0.756325696031855,-1.06955256991023,0.54217368235751,925.503257421741,"Neither"
"GENE_0115",-2.49164861987222,0.024828747362038,0.024828747362038,-3.52354706270005,0.019932487293846,0.019932487293846,-2.49164861987222,-3.52354706270005,0.024828747362038,327.828916221454,"Both significant"
"GENE_0116",-0.573500590310727,0.34186411645674,0.34186411645674,-0.811011755160622,0.472052186244125,0.472052186244125,-0.573500590310727,-0.811011755160622,0.472052186244125,37873.4387982083,"Neither"
"GENE_0117",-0.768975386816701,0.293406639393052,0.293406639393052,-1.08744103959794,0.0953178903014931,0.0953178903014931,-0.768975386816701,-1.08744103959794,0.293406639393052,1924.47267270982,"Neither"
"GENE_0118",4.0528365005172,0.0244242415940399,0.0244242415940399,5.731289730465,0.0203033804876515,0.0203033804876515,4.0528365005172,5.731289730465,0.0244242415940399,693.838807084196,"Both significant"
"GENE_0119",-1.47281470112442,0.536313756766562,0.536313756766562,-2.49008862724678,0.0203033804876515,0.0203033804876515,-1.47281470112442,-2.49008862724678,0.536313756766562,124.786697502093,"Dataset 2 only"
"GENE_0120",0.20588432783791,0.460133813793492,0.460133813793492,0.291149848667846,0.528755695332417,0.528755695332417,0.20588432783791,0.291149848667846,0.528755695332417,11.3756469002544,"Neither"
"GENE_0121",-2.24043760097444,0.0250901770467255,0.0250901770467255,-3.16829879827962,0.0240415205437865,0.0240415205437865,-2.24043760097444,-3.16829879827962,0.0250901770467255,1.15082699854401,"Both significant"
"GENE_0122",-2.20565361215519,0.0296607292045171,0.0296607292045171,-3.11910926944497,0.0208134788942481,0.0208134788942481,-2.20565361215519,-3.11910926944497,0.0296607292045171,2089.86193513814,"Both significant"
"GENE_0123",0.18705357929551,0.36222401488744,0.36222401488744,0.264520480391022,0.154030115245466,0.154030115245466,0.18705357929551,0.264520480391022,0.36222401488744,1091.44989938579,"Neither"
"GENE_0124",-1.49495870232606,0.430274733169329,0.430274733169329,-2.11408514925712,0.0198247016291676,0.0198247016291676,-1.49495870232606,-2.11408514925712,0.430274733169329,111566.749938617,"Dataset 2 only"
"GENE_0125",-0.00273392145706229,0.380481362564366,0.380481362564366,-0.0038661554614304,0.095526675671438,0.095526675671438,-0.00273392145706229,-0.0038661554614304,0.380481362564366,2733.00680065611,"Neither"
"GENE_0126",0.866380084736626,0.486313537204168,0.486313537204168,0.147709036727096,0.445366571860074,0.445366571860074,0.866380084736626,0.147709036727096,0.486313537204168,15697.3575885268,"Neither"
"GENE_0127",-0.920507409674243,0.322311726039719,0.322311726039719,-1.99186679308431,0.0229680231189682,0.0229680231189682,-0.920507409674243,-1.99186679308431,0.322311726039719,1152.07184062151,"Dataset 2 only"
"GENE_0128",-3.03701676812866,0.0250901770467255,0.0250901770467255,-4.2947755262776,0.019932487293846,0.019932487293846,-3.03701676812866,-4.2947755262776,0.0250901770467255,59.2262077330537,"Both significant"
"GENE_0129",-1.83712192553998,0.024828747362038,0.024828747362038,-2.59795282245304,0.0234929740666521,0.0234929740666521,-1.83712192553998,-2.59795282245304,0.024828747362038,2719.32405684974,"Both significant"
"GENE_0130",0.269274661676907,0.219412038381396,0.219412038381396,0.380792835572407,0.705840195597985,0.705840195597985,0.269274661676907,0.380792835572407,0.705840195597985,3233.55808713408,"Neither"
"GENE_0131",0.851430891635303,0.203715631944145,0.203715631944145,1.20404490159111,0.338265618481968,0.338265618481968,0.851430891635303,1.20404490159111,0.338265618481968,59.4170251219311,"Neither"
"GENE_0132",-0.739316030330212,0.297592511012354,0.297592511012354,-1.04549847289891,0.108543279880788,0.108543279880788,-0.739316030330212,-1.04549847289891,0.297592511012354,905.474089163806,"Neither"
"GENE_0133",9.43260980266861e-05,0.664404355213443,0.664404355213443,0.00013339057641881,0.0242962035045672,0.0242962035045672,9.43260980266861e-05,0.00013339057641881,0.664404355213443,1002703.37484306,"Dataset 2 only"
"GENE_0134",1.68433446506995,0.0262495329966723,0.0262495329966723,2.38188952875147,0.0203033804876515,0.0203033804876515,1.68433446506995,2.38188952875147,0.0262495329966723,20.2348926665488,"Both significant"
"GENE_0135",2.15978361446428,0.0324170182329518,0.0324170182329518,3.05424254050863,0.0203033804876515,0.0203033804876515,2.15978361446428,3.05424254050863,0.0324170182329518,161535.465712232,"Both significant"
"GENE_0136",-1.64567065260873,0.0294560300184334,0.0294560300184334,-2.32721337508198,0.0218471279912035,0.0218471279912035,-1.64567065260873,-2.32721337508198,0.0294560300184334,456.45358803079,"Both significant"
"GENE_0137",-0.175979340375265,0.478868402086591,0.478868402086591,-0.248859924681899,0.390508914232164,0.390508914232164,-0.175979340375265,-0.248859924681899,0.478868402086591,167288.425774674,"Neither"
"GENE_0138",1.80224760137955,0.0250901770467255,0.0250901770467255,2.5486355465422,0.019932487293846,0.019932487293846,1.80224760137955,2.5486355465422,0.0250901770467255,54.3776253595914,"Both significant"
"GENE_0139",-0.704594370849451,0.528163286168766,0.528163286168766,-0.99639708665217,0.237800505995827,0.237800505995827,-0.704594370849451,-0.99639708665217,0.528163286168766,795.622412895656,"Neither"
"GENE_0140",-0.0787042274084945,0.371297505695229,0.371297505695229,-0.111299019892099,0.0526656407640594,0.0526656407640594,-0.0787042274084945,-0.111299019892099,0.371297505695229,2929.88279534106,"Neither"
